geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4612,-23.61934,-46.663612,sao paulo,SP
4613,-23.62123,-46.665665,são paulo,SP
4614,-23.61674,-46.673397,sao paulo,SP
4615,-23.620033,-46.670925,sao paulo,SP
4616,-23.622274,-46.66993,sao paulo,SP
4617,-23.627567,-46.663082,sao paulo,SP
4618,-23.619501,-46.67681,sao paulo,SP
4619,-23.627638,-46.672745,sao paulo,SP
4620,-23.623665,-46.681908,sao paulo,SP
4621,-23.623333,-46.684544,sao paulo,SP
4622,-23.624792,-46.68509,são paulo,SP
4623,-23.639809,-46.67597,sao paulo,SP
4624,-23.63004,-46.67095,sao paulo,SP
4625,-23.628088,-46.66474,sao paulo,SP
4626,-23.645405,-46.673542,sao paulo,SP
4627,-23.648108,-46.67581,sao paulo,SP
4630,-23.634676,-46.66308,sao paulo,SP
4631,-23.632893,-46.66113,são paulo,SP
4632,-23.631275,-46.66814,sao paulo,SP
4633,-23.63501,-46.665222,são paulo,SP
4634,-23.639183,-46.6658,sao paulo,SP
4635,-23.640902,-46.67021,sao paulo,SP
4636,-23.635458,-46.678207,sao paulo,SP
4637,-23.627434,-46.683823,são paulo,SP
4638,-23.63244,-46.683376,sao paulo,SP
4639,-23.638319,-46.68195,sao paulo,SP
4640,-23.633509,-46.682583,são paulo,SP
4641,-23.637924,-46.685516,são paulo,SP
4642,-23.640585,-46.687386,são paulo,SP
4643,-23.64817,-46.685196,sao paulo,SP
4644,-23.645618,-46.68729,sao paulo,SP
4645,-23.651918,-46.681107,sao paulo,SP
4646,-23.64228,-46.67645,sao paulo,SP
4647,-23.643824,-46.674866,sao paulo,SP
4648,-23.653223,-46.675007,sao paulo,SP
4649,-23.562885,-46.555508,são paulo,SP
4650,-23.659845,-46.677883,sao paulo,SP
4651,-23.659304,-46.670444,sao paulo,SP
4652,-23.661022,-46.66427,sao paulo,SP
4653,-23.662296,-46.674423,sao paulo,SP
4654,-23.660524,-46.675594,sao paulo,SP
4655,-23.66262,-46.67229,sao paulo,SP
4657,-23.667042,-46.67496,sao paulo,SP
4658,-23.666924,-46.67197,são paulo,SP
4660,-23.676054,-46.679325,sao paulo,SP
4661,-23.68615,-46.69346,são paulo,SP
4662,-23.654303,-46.690655,sao paulo,SP
4663,-23.652243,-46.68561,são paulo,SP
4664,-23.657108,-46.68293,sao paulo,SP
4671,-23.656279,-46.691475,sao paulo,SP
4672,-23.661152,-46.700558,sao paulo,SP
4673,-23.66447,-46.696724,sao paulo,SP
4674,-23.664255,-46.68858,sao paulo,SP
4675,-23.666426,-46.69445,sao paulo,SP
4676,-23.667425,-46.685673,são paulo,SP
4677,-23.665781,-46.68213,sao paulo,SP
4678,-23.665533,-46.6794,sao paulo,SP
4679,-23.67501,-46.67954,sao paulo,SP
4685,-23.673153,-46.686684,sao paulo,SP
4686,-23.664282,-46.691082,sao paulo,SP
4688,-23.666868,-46.692272,são paulo,SP
4689,-23.67181,-46.69296,sao paulo,SP
4690,-23.673748,-46.6944,sao paulo,SP
4691,-23.6751,-46.692326,sao paulo,SP
4692,-23.674461,-46.68682,sao paulo,SP
4693,-23.680178,-46.69191,sao paulo,SP
4696,-23.668972,-46.70251,sao paulo,SP
4701,-23.641216,-46.69871,sao paulo,SP
4702,-23.635704,-46.695366,sao paulo,SP
4703,-23.620071,-46.693466,são paulo,SP
4704,-23.622478,-46.68981,sao paulo,SP
4705,-23.621126,-46.69541,sao paulo,SP
4707,-23.626358,-46.693214,sao paulo,SP
4708,-23.628803,-46.69124,são paulo,SP
4709,-23.630495,-46.69177,são paulo,SP
4710,-23.625256,-46.69674,sao paulo,SP
4711,-23.627916,-46.70292,são paulo,SP
4713,-23.626287,-46.707268,são paulo,SP
4714,-23.63176,-46.699677,são paulo,SP
4715,-23.634373,-46.69706,são paulo,SP
4716,-23.635391,-46.696835,são paulo,SP
4717,-23.627972,-46.71096,sao paulo,SP
4718,-23.632233,-46.705647,sao paulo,SP
4719,-23.633015,-46.706104,sao paulo,SP
4720,-23.635645,-46.705814,são paulo,SP
4721,-23.64288,-46.700283,sao paulo,SP
4722,-23.639437,-46.704548,sao paulo,SP
4723,-23.645243,-46.703598,são paulo,SP
4724,-23.646006,-46.70615,sao paulo,SP
4725,-23.644165,-46.704952,sao paulo,SP
4726,-23.635807,-46.712097,sao paulo,SP
4727,-23.645073,-46.712875,sao paulo,SP
4728,-23.640078,-46.715057,sao paulo,SP
4729,-23.63762,-46.719063,são paulo,SP
4730,-23.641716,-46.72019,sao paulo,SP
4733,-23.636658,-46.69478,são paulo,SP
4734,-23.64667,-46.701702,sao paulo,SP
4735,-23.65024,-46.70261,sao paulo,SP
4736,-23.646694,-46.698612,sao paulo,SP
4737,-23.645758,-46.69632,sao paulo,SP
4738,-23.64062,-46.696568,sao paulo,SP
4739,-23.644453,-46.700077,sao paulo,SP
4740,-23.649847,-46.69442,sao paulo,SP
4741,-23.654863,-46.699753,sao paulo,SP
4742,-23.65042,-46.698402,são paulo,SP
4743,-23.652576,-46.705475,sao paulo,SP
4744,-23.65756,-46.707848,são paulo,SP
4745,-23.657864,-46.704052,sao paulo,SP
4746,-23.66073,-46.707798,sao paulo,SP
4747,-23.657595,-46.698906,sao paulo,SP
4748,-23.65107,-46.6897,são paulo,SP
4750,-23.644289,-46.701458,sao paulo,SP
4751,-23.648882,-46.708054,sao paulo,SP
4752,-23.653996,-46.713497,sao paulo,SP
4753,-23.65677,-46.713406,sao paulo,SP
4754,-23.653833,-46.720352,sao paulo,SP
4755,-23.647535,-46.714573,sao paulo,SP
4756,-23.646666,-46.720383,são paulo,SP
4757,-23.650873,-46.71841,sao paulo,SP
4760,-23.661894,-46.7173,sao paulo,SP
4761,-23.662594,-46.717983,sao paulo,SP
4762,-23.663284,-46.72123,sao paulo,SP
4763,-23.669004,-46.718025,sao paulo,SP
4764,-23.673513,-46.714123,sao paulo,SP
4765,-23.673304,-46.71282,sao paulo,SP
4766,-23.673971,-46.709156,sao paulo,SP
4767,-23.679432,-46.70596,sao paulo,SP
4768,-23.672176,-46.712353,são paulo,SP
4770,-23.68321,-46.71476,são paulo,SP
4771,-23.680609,-46.71141,sao paulo,SP
4772,-23.685013,-46.714622,sao paulo,SP
4773,-23.681543,-46.707806,sao paulo,SP
4774,-23.685896,-46.705936,sao paulo,SP
4775,-23.681597,-46.70296,sao paulo,SP
4776,-23.6893,-46.700657,sao paulo,SP
4777,-23.694073,-46.69628,sao paulo,SP
4778,-23.632233,-46.705647,sao paulo,SP
4779,-23.660234,-46.72039,são paulo,SP
4781,-23.690815,-46.706425,sao paulo,SP
4782,-23.693987,-46.70188,sao paulo,SP
4783,-23.69546,-46.70039,sao paulo,SP
4784,-23.691416,-46.71266,sao paulo,SP
4785,-23.694359,-46.70958,sao paulo,SP
4786,-23.70361,-46.705162,são paulo,SP
4787,-23.69801,-46.70837,são paulo,SP
4788,-23.703081,-46.709946,sao paulo,SP
4789,-23.708809,-46.710903,sao paulo,SP
4792,-23.701605,-46.7025,sao paulo,SP
4794,-23.663363,-46.68205,sao paulo,SP
4795,-23.681818,-46.69359,sao paulo,SP
4801,-23.713324,-46.698513,sao paulo,SP
4802,-23.707098,-46.701946,sao paulo,SP
4803,-23.715492,-46.712105,são paulo,SP
4805,-23.715351,-46.703682,sao paulo,SP
4806,-23.710817,-46.70266,sao paulo,SP
4807,-23.714447,-46.697285,sao paulo,SP
4808,-23.714104,-46.704605,são paulo,SP
4809,-23.719921,-46.693207,sao paulo,SP
4810,-23.713009,-46.692566,sao paulo,SP
4811,-23.70965,-46.692574,sao paulo,SP
4812,-23.71192,-46.687252,sao paulo,SP
4813,-23.718405,-46.68542,sao paulo,SP
4814,-23.72109,-46.67226,são paulo,SP
4815,-23.706892,-46.69166,sao paulo,SP
4816,-23.704596,-46.686985,sao paulo,SP
4820,-23.73466,-46.68686,sao paulo,SP
4821,-23.724237,-46.687786,sao paulo,SP
4822,-23.741854,-46.68272,sao paulo,SP
4823,-23.72583,-46.69232,sao paulo,SP
4824,-23.727665,-46.69281,sao paulo,SP
4826,-23.722498,-46.70599,sao paulo,SP
4827,-23.721403,-46.70056,sao paulo,SP
4828,-23.724712,-46.70587,são paulo,SP
4829,-23.733536,-46.711685,sao paulo,SP
4830,-23.73212,-46.69979,sao paulo,SP
4831,-23.735485,-46.712543,sao paulo,SP
4832,-23.735537,-46.716946,sao paulo,SP
4833,-23.7441,-46.70675,sao paulo,SP
4835,-23.738264,-46.70186,sao paulo,SP
4836,-23.742926,-46.71006,são paulo,SP
4837,-23.742237,-46.704056,sao paulo,SP
4840,-23.753437,-46.68441,sao paulo,SP
4841,-23.74114,-46.69051,sao paulo,SP
4842,-23.744225,-46.683487,são paulo,SP
4843,-23.740286,-46.694366,sao paulo,SP
4844,-23.749819,-46.698765,sao paulo,SP
4845,-23.746996,-46.695587,são paulo,SP
4846,-23.758888,-46.678535,sao paulo,SP
4847,-23.754658,-46.697178,sao paulo,SP
4848,-23.734428,-46.67746,sao paulo,SP
4849,-23.740974,-46.67019,são paulo,SP
4850,-23.746252,-46.677002,são paulo,SP
4851,-23.753445,-46.669212,sao paulo,SP
4852,-23.765217,-46.67317,sao paulo,SP
4853,-23.775064,-46.67412,sao paulo,SP
4854,-23.568102,-46.685486,sao paulo,SP
4855,-23.771627,-46.68157,sao paulo,SP
4856,-23.77241,-46.69414,sao paulo,SP
4857,-23.783617,-46.68314,sao paulo,SP
4858,-23.773172,-46.717808,sao paulo,SP
4859,-23.767483,-46.70547,sao paulo,SP
4860,-23.754639,-46.713284,sao paulo,SP
4862,-23.762735,-46.70045,sao paulo,SP
4863,-23.760918,-46.707115,sao paulo,SP
4864,-23.76763,-46.7215,sao paulo,SP
4865,-23.78034,-46.711952,sao paulo,SP
4866,-23.78832,-46.721367,sao paulo,SP
4867,-23.791996,-46.72871,sao paulo,SP
4870,-23.74951,-46.759724,sao paulo,SP
4872,-23.789715,-46.641724,sao paulo,SP
4875,-23.822952,-46.698982,são paulo,SP
4877,-23.880957,-46.64663,sao paulo,SP
4880,-23.788252,-46.76573,são paulo,SP
4881,-23.78605,-46.727436,sao paulo,SP
4882,-23.810566,-46.749344,sao paulo,SP
4883,-23.805809,-46.738533,sao paulo,SP
4884,-23.811537,-46.72458,sao paulo,SP
4886,-23.834661,-46.757973,sao paulo,SP
4888,-23.830992,-46.738094,sao paulo,SP
4890,-23.822588,-46.727848,sao paulo,SP
4891,-23.829655,-46.730175,sao paulo,SP
4892,-23.852049,-46.71544,sao paulo,SP
4893,-23.879082,-46.73888,sao paulo,SP
4894,-23.885086,-46.757305,sao paulo,SP
4895,-23.86359,-46.712032,sao paulo,SP
4896,-23.856369,-46.707184,sao paulo,SP
4897,-23.652351,-46.707027,sao paulo,SP
4898,-23.683527,-46.75375,são paulo,SP
4902,-23.670143,-46.729164,sao paulo,SP
4904,-23.67209,-46.739567,são paulo,SP
4905,-23.675905,-46.75188,são paulo,SP
4906,-23.67555,-46.755264,sao paulo,SP
4909,-23.676334,-46.73821,são paulo,SP
4910,-23.684935,-46.73936,sao paulo,SP
4911,-23.683844,-46.739033,sao paulo,SP
4912,-23.683346,-46.74428,sao paulo,SP
4913,-23.6782,-46.74078,sao paulo,SP
4914,-23.675648,-46.7439,são paulo,SP
4915,-23.682255,-46.750698,sao paulo,SP
4916,-23.685019,-46.751724,sao paulo,SP
4917,-23.687267,-46.748856,sao paulo,SP
4918,-23.689985,-46.74113,sao paulo,SP
4919,-23.692427,-46.76232,sao paulo,SP
4920,-23.691526,-46.75794,sao paulo,SP
4921,-23.695795,-46.749367,sao paulo,SP
4922,-23.689003,-46.736454,sao paulo,SP
4923,-23.705505,-46.748085,sao paulo,SP
4925,-23.704695,-46.74536,sao paulo,SP
4926,-23.705345,-46.7405,sao paulo,SP
4928,-23.709467,-46.72949,sao paulo,SP
4929,-23.700209,-46.767376,sao paulo,SP
4930,-23.677622,-46.751907,são paulo,SP
4931,-23.680864,-46.7549,são paulo,SP
4932,-23.679775,-46.756756,sao paulo,SP
4933,-23.682543,-46.76358,sao paulo,SP
4935,-23.683249,-46.767063,são paulo,SP
4937,-23.68698,-46.760727,sao paulo,SP
4938,-23.688755,-46.761047,sao paulo,SP
4939,-23.690111,-46.771664,sao paulo,SP
4940,-23.69084,-46.76464,sao paulo,SP
4941,-23.704237,-46.77697,sao paulo,SP
4942,-23.698977,-46.776512,sao paulo,SP
4943,-23.7045,-46.785416,sao paulo,SP
4944,-23.710209,-46.777664,sao paulo,SP
4945,-23.715914,-46.781937,sao paulo,SP
4947,-23.720322,-46.758625,sao paulo,SP
4948,-23.702888,-46.782776,são paulo,SP
4949,-23.720797,-46.769432,são paulo,SP
4950,-23.72722,-46.766563,sao paulo,SP
4951,-23.727425,-46.75597,sao paulo,SP
4952,-23.718937,-46.753162,sao paulo,SP
4953,-23.72157,-46.754852,são paulo,SP
4955,-23.762182,-46.68431,sao paulo,SP
4960,-23.726414,-46.787815,sao paulo,SP
4961,-23.738867,-46.79579,são paulo,SP
4962,-23.73161,-46.785637,sao paulo,SP
4963,-23.749441,-46.78147,sao paulo,SP
4965,-23.736662,-46.77594,sao paulo,SP
4966,-23.728455,-46.784092,sao paulo,SP
5001,-23.525509,-46.68024,sao paulo,SP
5002,-23.530773,-46.67294,sao paulo,SP
5003,-23.527836,-46.677036,sao paulo,SP
5004,-23.53286,-46.667908,sao paulo,SP
5005,-23.532997,-46.669556,são paulo,SP
5006,-23.533,-46.671776,são paulo,SP
5007,-23.53713,-46.66848,sao paulo,SP
5008,-23.530916,-46.68061,são paulo,SP
5009,-23.533966,-46.67876,sao paulo,SP
5010,-23.533579,-46.68219,sao paulo,SP
5011,-23.529787,-46.691128,são paulo,SP
5012,-23.537907,-46.681168,sao paulo,SP
5013,-23.53845,-46.668777,sao paulo,SP
5014,-23.538275,-46.670643,sao paulo,SP
5015,-23.53152,-46.668205,sao paulo,SP
5016,-23.536184,-46.676567,sao paulo,SP
5017,-23.53731,-46.67877,sao paulo,SP
5018,-23.534811,-46.68102,sao paulo,SP
5019,-23.535942,-46.683197,sao paulo,SP
5020,-23.535606,-46.684727,são paulo,SP
5021,-23.533998,-46.684967,sao paulo,SP
5022,-23.536915,-46.690617,sao paulo,SP
5023,-23.527016,-46.682697,sao paulo,SP
5024,-23.528595,-46.685295,sao paulo,SP
5025,-23.532063,-46.68903,sao paulo,SP
5026,-23.533812,-46.69167,sao paulo,SP
5027,-23.538069,-46.696598,sao paulo,SP
5028,-23.539341,-46.693413,são paulo,SP
5029,-23.541666,-46.69425,sao paulo,SP
5030,-23.541075,-46.692192,sao paulo,SP
5033,-23.52328,-46.686733,sao paulo,SP
5034,-23.511898,-46.68253,são paulo,SP
5035,-23.509745,-46.719498,sao paulo,SP
5036,-23.511322,-46.693146,sao paulo,SP
5037,-23.51383,-46.689392,são paulo,SP
5038,-23.51268,-46.70248,sao paulo,SP
5040,-23.51338,-46.706406,sao paulo,SP
5041,-23.523895,-46.69146,são paulo,SP
5042,-23.524782,-46.703476,sao paulo,SP
5043,-23.526016,-46.689754,sao paulo,SP
5044,-23.53288,-46.693714,sao paulo,SP
5045,-23.52926,-46.693913,sao paulo,SP
5046,-23.524307,-46.69778,sao paulo,SP
5047,-23.525938,-46.699795,sao paulo,SP
5048,-23.530474,-46.694435,são paulo,SP
5049,-23.525614,-46.70062,sao paulo,SP
5050,-23.522844,-46.69802,sao paulo,SP
5051,-23.527077,-46.696484,sao paulo,SP
5052,-23.530573,-46.70173,sao paulo,SP
5053,-23.540073,-46.70052,sao paulo,SP
5054,-23.538458,-46.70372,sao paulo,SP
5055,-23.535032,-46.704155,são paulo,SP
5056,-23.53331,-46.705063,sao paulo,SP
5057,-23.531792,-46.706234,sao paulo,SP
5058,-23.532969,-46.708294,são paulo,SP
5059,-23.533827,-46.712944,sao paulo,SP
5060,-23.526613,-46.706493,sao paulo,SP
5061,-23.539618,-46.705666,sao paulo,SP
5065,-23.518969,-46.69874,sao paulo,SP
5068,-23.514301,-46.702553,sao paulo,SP
5069,-23.51401,-46.70915,são paulo,SP
5072,-23.525007,-46.70601,sao paulo,SP
5073,-23.522736,-46.705395,sao paulo,SP
5074,-23.520466,-46.70556,são paulo,SP
5075,-23.522078,-46.71051,sao paulo,SP
5076,-23.521603,-46.71147,sao paulo,SP
5077,-23.523476,-46.70671,são paulo,SP
5078,-23.522137,-46.717293,são paulo,SP
5079,-23.525743,-46.708477,sao paulo,SP
5080,-23.527985,-46.71456,sao paulo,SP
5081,-23.528534,-46.711643,sao paulo,SP
5082,-23.530138,-46.71762,são paulo,SP
5083,-23.532001,-46.719048,sao paulo,SP
5084,-23.530844,-46.72236,são paulo,SP
5085,-23.525444,-46.730083,sao paulo,SP
5086,-23.52383,-46.724747,são paulo,SP
5087,-23.523916,-46.72623,sao paulo,SP
5088,-23.522,-46.72221,sao paulo,SP
5089,-23.520054,-46.72501,sao paulo,SP
5092,-23.511503,-46.71449,são paulo,SP
5093,-23.515696,-46.718967,sao paulo,SP
5094,-23.511156,-46.718998,sao paulo,SP
5095,-23.511992,-46.716675,sao paulo,SP
5101,-23.50404,-46.731113,sao paulo,SP
5102,-23.516977,-46.750782,sao paulo,SP
5103,-23.516232,-46.753613,sao paulo,SP
5104,-23.515533,-46.756516,sao paulo,SP
5105,-23.512339,-46.758667,sao paulo,SP
5106,-23.513832,-46.7382,são paulo,SP
5107,-23.520336,-46.74862,sao paulo,SP
5108,-23.50729,-46.757507,sao paulo,SP
5109,-23.501787,-46.76047,sao paulo,SP
5110,-23.485794,-46.746284,sao paulo,SP
5112,-23.461164,-46.781105,sao paulo,SP
5113,-23.426283,-46.787754,sao paulo,SP
5114,-23.50824,-46.751957,sao paulo,SP
5115,-23.51031,-46.75327,sao paulo,SP
5116,-23.513079,-46.745625,são paulo,SP
5117,-23.51155,-46.744583,são paulo,SP
5118,-23.516628,-46.73178,são paulo,SP
5119,-23.488075,-46.738052,sao paulo,SP
5120,-23.513042,-46.73352,são paulo,SP
5121,-23.506098,-46.732414,são paulo,SP
5122,-23.503376,-46.735302,sao paulo,SP
5123,-23.506323,-46.73653,sao paulo,SP
5124,-23.503983,-46.737534,sao paulo,SP
5125,-23.507395,-46.74054,sao paulo,SP
5126,-23.501268,-46.739647,sao paulo,SP
5127,-23.495995,-46.742455,sao paulo,SP
5128,-23.493757,-46.740532,sao paulo,SP
5131,-23.497093,-46.745712,sao paulo,SP
5132,-23.505514,-46.74392,sao paulo,SP
5133,-23.48912,-46.741547,sao paulo,SP
5134,-23.48905,-46.745247,sao paulo,SP
5135,-23.497103,-46.749073,sao paulo,SP
5136,-23.498278,-46.747025,sao paulo,SP
5138,-23.485254,-46.73313,são paulo,SP
5139,-23.489708,-46.731106,sao paulo,SP
5140,-23.490475,-46.724895,sao paulo,SP
5141,-23.49066,-46.728477,sao paulo,SP
5142,-23.495415,-46.726433,sao paulo,SP
5143,-23.497086,-46.724846,sao paulo,SP
5144,-23.499699,-46.722538,sao paulo,SP
5145,-23.50605,-46.717377,sao paulo,SP
5154,-23.500404,-46.752804,sao paulo,SP
5157,-23.485245,-46.76421,sao paulo,SP
5158,-23.4919,-46.760735,sao paulo,SP
5159,-23.484446,-46.75316,sao paulo,SP
5160,-23.484379,-46.755928,sao paulo,SP
5161,-23.485233,-46.755432,sao paulo,SP
5162,-23.477314,-46.75831,sao paulo,SP
5163,-23.482407,-46.76451,sao paulo,SP
5164,-23.47444,-46.756207,sao paulo,SP
5165,-23.483076,-46.75309,sao paulo,SP
5170,-23.482994,-46.750698,sao paulo,SP
5171,-23.47846,-46.7478,sao paulo,SP
5172,-23.482378,-46.742027,são paulo,SP
5173,-23.47988,-46.742317,sao paulo,SP
5174,-23.481682,-46.740963,sao paulo,SP
5175,-23.476732,-46.738556,sao paulo,SP
5176,-23.467455,-46.74822,sao paulo,SP
5177,-23.469685,-46.748047,são paulo,SP
5180,-23.46035,-46.748463,sao paulo,SP
5181,-23.455439,-46.743492,sao paulo,SP
5182,-23.448872,-46.74639,sao paulo,SP
5183,-23.452003,-46.75237,sao paulo,SP
5184,-23.657005,-46.69464,sao paulo,SP
5185,-23.44698,-46.74723,sao paulo,SP
5186,-23.432356,-46.75211,sao paulo,SP
5187,-23.441845,-46.755363,sao paulo,SP
5201,-23.512398,-46.40779,são paulo,SP
5202,-23.402012,-46.7496,sao paulo,SP
5203,-23.406404,-46.74298,são paulo,SP
5204,-23.407957,-46.75246,sao paulo,SP
5205,-23.411448,-46.76514,são paulo,SP
5206,-23.405642,-46.760372,sao paulo,SP
5207,-23.399076,-46.750618,sao paulo,SP
5208,-23.412325,-46.75241,sao paulo,SP
5209,-23.411558,-46.750996,sao paulo,SP
5210,-23.41966,-46.75237,sao paulo,SP
5211,-23.40997,-46.758682,sao paulo,SP
5212,-23.413698,-46.747242,sao paulo,SP
5215,-23.3919,-46.73536,sao paulo,SP
5220,-23.401707,-46.723637,sao paulo,SP
5223,-23.409922,-46.739025,são paulo,SP
5224,-23.413061,-46.743664,sao paulo,SP
5240,-23.43045,-46.7646,sao paulo,SP
5263,-23.433008,-46.581387,sao paulo,SP
5264,-23.446396,-46.78477,sao paulo,SP
5265,-23.449902,-46.789406,são paulo,SP
5266,-23.446651,-46.802013,sao paulo,SP
5267,-23.440107,-46.789608,são paulo,SP
5268,-23.435486,-46.790974,são paulo,SP
5269,-23.43264,-46.790123,sao paulo,SP
5270,-23.555653,-46.687794,sao paulo,SP
5271,-23.428082,-46.79366,sao paulo,SP
5272,-23.442844,-46.80045,sao paulo,SP
5273,-23.440845,-46.806896,sao paulo,SP
5274,-23.436094,-46.80241,sao paulo,SP
5275,-23.437883,-46.80801,sao paulo,SP
5276,-23.486345,-46.4159,sao paulo,SP
5279,-23.542799,-46.57786,sao paulo,SP
5280,-23.436218,-46.772305,sao paulo,SP
5281,-23.432737,-46.777103,são paulo,SP
5282,-23.437857,-46.779663,sao paulo,SP
5283,-23.432903,-46.774364,sao paulo,SP
5301,-23.533749,-46.721863,são paulo,SP
5302,-23.532125,-46.7257,sao paulo,SP
5303,-23.526508,-46.7317,sao paulo,SP
5304,-23.523909,-46.735405,sao paulo,SP
5305,-23.528835,-46.73348,sao paulo,SP
5307,-23.523201,-46.738968,sao paulo,SP
5308,-23.528088,-46.74476,sao paulo,SP
5310,-23.543337,-46.73492,são paulo,SP
5311,-23.531055,-46.744602,são paulo,SP
5312,-23.528612,-46.735832,sao paulo,SP
5313,-23.532444,-46.741825,sao paulo,SP
5314,-23.534948,-46.733917,sao paulo,SP
5315,-23.53295,-46.73139,são paulo,SP
5316,-23.534948,-46.733917,são paulo,SP
5317,-23.5406,-46.732494,sao paulo,SP
5318,-23.536707,-46.728638,sao paulo,SP
5319,-23.54337,-46.732273,sao paulo,SP
5321,-23.533733,-46.750595,são paulo,SP
5322,-23.538708,-46.751072,sao paulo,SP
5323,-23.535965,-46.75673,sao paulo,SP
5324,-23.542173,-46.755928,sao paulo,SP
5325,-23.541206,-46.758335,sao paulo,SP
5326,-23.54361,-46.7578,sao paulo,SP
5327,-23.544697,-46.75702,sao paulo,SP
5328,-23.549294,-46.75267,sao paulo,SP
5329,-23.540903,-46.74345,sao paulo,SP
5330,-23.541807,-46.745453,sao paulo,SP
5331,-23.544722,-46.750248,sao paulo,SP
5332,-23.5478,-46.74821,sao paulo,SP
5333,-23.54465,-46.745235,sao paulo,SP
5334,-23.546476,-46.747833,são paulo,SP
5335,-23.546856,-46.75453,sao paulo,SP
5336,-23.544594,-46.753555,são paulo,SP
5337,-23.55174,-46.749905,sao paulo,SP
5338,-23.555706,-46.74931,sao paulo,SP
5339,-23.551691,-46.757557,são paulo,SP
5340,-23.551384,-46.75588,sao paulo,SP
5343,-23.552673,-46.7508,sao paulo,SP
5344,-23.554379,-46.745773,sao paulo,SP
5345,-23.550858,-46.745743,sao paulo,SP
5346,-23.555206,-46.745827,sao paulo,SP
5347,-23.553883,-46.738983,sao paulo,SP
5348,-23.544176,-46.73971,sao paulo,SP
5350,-23.579054,-46.769005,sao paulo,SP
5351,-23.558102,-46.757294,sao paulo,SP
5352,-23.554605,-46.75819,sao paulo,SP
5353,-23.559118,-46.75166,sao paulo,SP
5356,-23.563377,-46.752876,sao paulo,SP
5358,-23.571619,-46.75061,sao paulo,SP
5359,-23.570555,-46.744694,sao paulo,SP
5360,-23.565153,-46.74204,são paulo,SP
5361,-23.564556,-46.747887,sao paulo,SP
5362,-23.572268,-46.74167,sao paulo,SP
5363,-23.57642,-46.74461,são paulo,SP
5364,-23.576668,-46.750633,sao paulo,SP
5365,-23.57835,-46.745514,são paulo,SP
5366,-23.572912,-46.759724,sao paulo,SP
5367,-23.575937,-46.75525,sao paulo,SP
5368,-23.577597,-46.7533,sao paulo,SP
5369,-23.570555,-46.744694,sao paulo,SP
5371,-23.583595,-46.75418,sao paulo,SP
5372,-23.583166,-46.761246,são paulo,SP
5373,-23.583988,-46.76006,são paulo,SP
5374,-23.581577,-46.7601,sao paulo,SP
5376,-23.581732,-46.764603,sao paulo,SP
5379,-23.564657,-46.75373,sao paulo,SP
5381,-23.571173,-46.761562,sao paulo,SP
5382,-23.573368,-46.763412,sao paulo,SP
5386,-23.56353,-46.75861,sao paulo,SP
5387,-23.565432,-46.76566,sao paulo,SP
5388,-23.568787,-46.760555,sao paulo,SP
5396,-23.575207,-46.773266,sao paulo,SP
5397,-23.581814,-46.773895,sao paulo,SP
5398,-23.574018,-46.77662,são paulo,SP
5399,-23.572643,-46.780064,sao paulo,SP
5400,-23.556974,-46.676037,são paulo,SP
5401,-23.55739,-46.66641,sao paulo,SP
5402,-23.570843,-46.690582,são paulo,SP
5403,-23.558514,-46.66868,sao paulo,SP
5404,-23.559967,-46.677227,sao paulo,SP
5405,-23.558695,-46.673214,são paulo,SP
5406,-23.555752,-46.67446,sao paulo,SP
5407,-23.55517,-46.677586,sao paulo,SP
5408,-23.557,-46.680466,sao paulo,SP
5409,-23.555477,-46.675484,são paulo,SP
5410,-23.554651,-46.67437,sao paulo,SP
5411,-23.55877,-46.677437,sao paulo,SP
5412,-23.562357,-46.67629,são paulo,SP
5413,-23.559986,-46.67938,sao paulo,SP
5414,-23.563726,-46.680748,são paulo,SP
5415,-23.563965,-46.681797,são paulo,SP
5416,-23.555016,-46.692276,sao paulo,SP
5417,-23.565363,-46.68764,sao paulo,SP
5418,-23.5642,-46.6898,sao paulo,SP
5419,-23.564602,-46.690926,sao paulo,SP
5420,-23.56863,-46.688007,sao paulo,SP
5421,-23.566246,-46.6912,sao paulo,SP
5422,-23.567902,-46.692036,sao paulo,SP
5423,-23.570423,-46.692562,sao paulo,SP
5424,-23.571259,-46.69633,são paulo,SP
5425,-23.573803,-46.697704,sao paulo,SP
5426,-23.566605,-46.694904,sao paulo,SP
5427,-23.562881,-46.69656,sao paulo,SP
5428,-23.559982,-46.697975,sao paulo,SP
5429,-23.563503,-46.69917,sao paulo,SP
5432,-23.551567,-46.69326,são paulo,SP
5433,-23.557533,-46.689426,sao paulo,SP
5434,-23.559158,-46.692486,sao paulo,SP
5435,-23.553278,-46.68939,são paulo,SP
5436,-23.552645,-46.682613,sao paulo,SP
5437,-23.544239,-46.693844,sao paulo,SP
5438,-23.546251,-46.690998,são paulo,SP
5439,-23.548994,-46.689434,sao paulo,SP
5440,-23.54649,-46.6923,sao paulo,SP
5441,-23.548933,-46.693993,sao paulo,SP
5442,-23.54191,-46.697697,sao paulo,SP
5443,-23.548655,-46.694687,sao paulo,SP
5444,-23.559422,-46.694706,sao paulo,SP
5445,-23.550652,-46.699783,são paulo,SP
5446,-23.555054,-46.700073,sao paulo,SP
5447,-23.547398,-46.698128,sao paulo,SP
